booking_id,age,country,travel_type,transport,hotel_stars,nights,distance_km,season,booking_advance_days,travel_insurance,total_price,cancelled
1156,47,Spain,Leisure,Plane,1,5,676,Winter,71,no,807.67,no
1157,28,Spain,Leisure,Plane,2,11,3260,Spring,71,no,1875.01,no
1158,47,Italy,Leisure,Plane,5,9,153,Winter,119,no,2078.38,no
1159,48,UK,Business,Train,2,8,328,Autumn,132,no,2006.75,no
1160,41,Germany,Leisure,Plane,5,3,9070,Autumn,173,yes,2024.1,no
1161,72,USA,Leisure,Train,4,1,1084,Autumn,95,yes,772.0,no
1162,26,USA,Leisure,Plane,5,10,8760,Spring,178,no,2997.93,no
1163,72,Spain,Business,Plane,1,3,2567,Spring,50,no,1054.36,no
1164,20,UK,Leisure,Plane,4,8,631,Summer,103,yes,1946.77,no
1165,68,USA,Leisure,Plane,1,11,8128,Spring,176,yes,2524.25,no
1166,48,Germany,Leisure,Plane,4,3,661,Spring,23,yes,986.36,no
1167,57,Spain,Business,Plane,5,5,189,Autumn,90,yes,1515.01,no
1168,54,Germany,Leisure,Train,5,2,5835,Winter,93,no,1643.63,no
1169,53,UK,Leisure,Plane,1,1,9698,Spring,8,no,1388.87,no
1170,41,USA,Leisure,Plane,3,11,3245,Summer,29,no,1832.04,no
1171,48,France,Business,Train,5,10,1392,Winter,171,no,2449.19,no
1172,23,USA,Business,Train,3,14,4210,Spring,53,yes,3532.52,no
1173,19,UK,Leisure,Train,4,5,7596,Winter,134,yes,1984.36,no
1174,37,USA,Leisure,Plane,3,5,7659,Winter,24,no,1635.65,no
1175,45,USA,Leisure,Plane,1,6,3881,Winter,120,yes,1065.57,no
1176,28,Italy,Leisure,Plane,2,2,4167,Winter,124,yes,988.01,no
1177,21,USA,Leisure,Plane,2,9,3605,Winter,142,no,1679.41,no
1178,32,USA,Leisure,Plane,1,2,2491,Spring,52,no,833.68,no
1179,23,Germany,Leisure,Plane,2,2,1318,Winter,70,no,743.07,no
1180,71,France,Business,Plane,1,12,5255,Winter,4,no,3149.86,yes
1181,66,Germany,Leisure,Plane,5,5,2352,Summer,116,yes,1260.29,no
1182,47,Germany,Leisure,Plane,3,9,3991,Summer,37,yes,2202.76,no
1183,73,Spain,Leisure,Plane,2,4,9966,Winter,48,no,1934.95,no
1184,55,Italy,Leisure,Plane,5,6,875,Spring,122,no,1538.72,no
1185,68,Germany,Leisure,Train,2,2,5329,Summer,39,yes,1139.85,no
1186,74,UK,Leisure,Plane,4,14,8516,Summer,92,yes,3155.51,no
1187,19,UK,Leisure,Plane,1,13,7653,Winter,66,no,2276.94,no
1188,32,USA,Business,Plane,1,4,163,Spring,13,yes,1046.09,no
1189,28,Spain,Business,Plane,5,12,1887,Autumn,60,no,2166.63,no
1190,25,Italy,Leisure,Plane,4,9,7191,Spring,126,yes,1982.91,no
1191,43,Italy,Leisure,Train,3,2,5156,Summer,169,yes,1247.74,no
1192,68,USA,Leisure,Plane,4,1,8169,Summer,32,no,1700.97,no
1193,62,UK,Leisure,Plane,4,4,9667,Summer,133,yes,1944.97,no
1194,61,France,Leisure,Plane,3,4,4015,Summer,66,yes,1434.16,no
1195,22,Spain,Business,Plane,3,1,192,Summer,78,no,861.49,no
1196,23,USA,Business,Train,4,4,1777,Winter,126,no,1466.86,no
1197,43,Spain,Business,Plane,2,3,5608,Winter,177,yes,1386.86,no
1198,71,UK,Leisure,Plane,2,13,5830,Winter,29,yes,3077.61,no
1199,21,UK,Business,Plane,4,2,3964,Summer,166,yes,1658.93,no
1200,36,France,Business,Plane,2,13,5036,Winter,70,yes,3482.53,no
1201,37,France,Leisure,Plane,3,10,1501,Summer,136,yes,2088.43,no
1202,50,Italy,Leisure,Plane,3,4,1706,Spring,55,yes,1072.47,no
1203,37,Spain,Business,Plane,2,8,997,Autumn,110,yes,2154.76,no
1204,66,Spain,Leisure,Plane,3,7,4687,Spring,2,yes,1481.56,no
1205,29,UK,Leisure,Plane,1,9,3813,Autumn,154,yes,1596.19,no
1206,64,Italy,Leisure,Train,3,8,3231,Winter,63,yes,1989.72,no
1207,18,USA,Leisure,Plane,4,1,1632,Autumn,17,no,752.98,no
1208,43,Spain,Leisure,Plane,5,12,6635,Spring,59,no,2801.28,no
1209,31,Italy,Business,Train,2,2,7386,Spring,88,yes,1497.99,no
1210,55,Italy,Leisure,Plane,2,12,1898,Autumn,16,no,2338.91,no
1211,54,UK,Leisure,Plane,3,2,8262,Spring,58,no,1545.41,no
1212,28,Italy,Leisure,Plane,3,12,1451,Winter,50,yes,2553.29,no
1213,53,France,Leisure,Plane,5,8,7151,Spring,154,yes,2326.59,no
1214,30,France,Leisure,Train,5,12,6958,Autumn,17,yes,3043.02,no
1215,60,Germany,Leisure,Plane,4,4,9955,Winter,114,yes,2469.01,no
1216,20,UK,Leisure,Plane,1,9,698,Autumn,46,yes,1462.74,no
1217,50,USA,Leisure,Plane,4,2,2144,Summer,106,no,1048.81,no
1218,23,Germany,Leisure,Plane,2,14,358,Summer,127,no,2600.91,no
1219,67,France,Leisure,Train,3,4,4671,Winter,50,no,1400.4,no
1220,73,Germany,Leisure,Plane,4,13,8103,Winter,171,no,3253.1,no
1221,27,UK,Leisure,Plane,3,13,7068,Spring,118,no,2397.57,no
1222,22,UK,Business,Plane,3,1,6276,Autumn,176,yes,1505.24,no
1223,40,Italy,Leisure,Plane,4,3,7142,Summer,68,yes,1715.39,no
1224,27,Spain,Leisure,Plane,4,6,8679,Spring,147,yes,2195.25,no
1225,61,Italy,Leisure,Plane,5,9,897,Summer,153,no,2009.43,no
1226,19,UK,Leisure,Plane,1,11,5813,Spring,146,yes,2015.39,no
1227,30,France,Business,Plane,5,1,7411,Spring,51,no,1871.22,no
1228,57,USA,Leisure,Train,1,5,4120,Summer,146,no,1109.02,no
1229,19,France,Leisure,Plane,4,12,6011,Spring,112,yes,2394.48,no
1230,37,Italy,Leisure,Plane,1,2,4054,Summer,64,yes,968.82,no
1231,18,USA,Leisure,Train,2,7,9919,Winter,145,no,2714.9,no
1232,54,UK,Business,Plane,5,4,4412,Autumn,59,yes,2093.97,no
1233,26,France,Leisure,Train,5,5,9080,Spring,143,yes,2514.57,no
1234,34,UK,Leisure,Train,5,8,5739,Summer,100,no,2493.55,no
1235,26,USA,Leisure,Plane,3,2,6279,Summer,26,no,1415.14,no
1236,28,USA,Leisure,Plane,3,3,6879,Autumn,176,yes,1823.59,no
1237,32,France,Business,Plane,4,11,2156,Autumn,14,no,2998.13,no
1238,41,UK,Leisure,Plane,4,5,9355,Autumn,122,yes,1907.07,no
1239,55,Germany,Leisure,Plane,3,10,7202,Spring,9,no,3102.92,yes
1240,72,UK,Leisure,Plane,5,4,6744,Summer,7,no,1864.19,yes
1241,52,USA,Leisure,Plane,3,5,5885,Spring,140,yes,1461.63,no
1242,47,UK,Leisure,Plane,1,3,1547,Spring,145,yes,620.6,no
1243,48,Italy,Leisure,Plane,5,13,614,Winter,108,no,2825.53,no
1244,66,Germany,Leisure,Train,3,12,2013,Autumn,136,yes,2091.61,no
1245,22,Spain,Leisure,Plane,4,9,2051,Winter,91,yes,2314.04,no
1246,61,Italy,Leisure,Plane,3,8,5670,Winter,124,yes,1680.0,no
1247,67,Spain,Business,Plane,2,14,9065,Spring,170,yes,3461.01,no
1248,31,France,Leisure,Train,3,6,428,Spring,165,no,1090.01,no
1249,70,Spain,Leisure,Train,5,14,9085,Summer,148,yes,3583.31,no
1250,73,UK,Leisure,Plane,3,1,9253,Winter,1,no,1667.04,yes
1251,28,Spain,Leisure,Train,4,4,6613,Autumn,9,yes,1711.67,no
1252,26,USA,Leisure,Plane,1,7,6073,Winter,111,no,1271.52,no
1253,51,Italy,Business,Train,2,10,1510,Summer,24,yes,1688.9,no
1254,29,Italy,Leisure,Plane,5,5,7814,Winter,125,yes,1775.0,no
1255,52,Spain,Leisure,Plane,4,4,1237,Winter,162,no,1303.92,no
1256,52,Italy,Leisure,Plane,2,9,4766,Winter,36,yes,1824.37,no
1257,18,USA,Leisure,Plane,3,8,5257,Summer,4,yes,1793.84,no
1258,57,Italy,Leisure,Plane,2,3,1668,Winter,157,no,851.78,no
1259,39,Spain,Business,Plane,1,14,4572,Spring,87,no,3342.22,no
1260,46,Germany,Leisure,Train,2,6,7666,Winter,144,no,1409.96,no
1261,25,Germany,Leisure,Plane,2,12,3374,Spring,8,yes,1662.56,no
1262,28,France,Leisure,Plane,3,14,3373,Winter,91,yes,2836.53,no
1263,58,Italy,Leisure,Plane,3,14,6343,Spring,39,yes,3487.15,no
1264,54,Spain,Leisure,Plane,5,12,3569,Winter,58,no,2829.52,no
1265,31,Italy,Leisure,Train,3,4,6032,Autumn,140,no,1475.91,no
1266,47,UK,Leisure,Plane,2,7,6664,Spring,172,yes,2123.99,no
1267,52,USA,Leisure,Plane,1,1,5462,Autumn,4,yes,773.39,no
1268,38,Italy,Leisure,Plane,3,1,4736,Spring,25,yes,1093.34,no
1269,54,Italy,Leisure,Plane,5,14,5446,Winter,67,yes,3016.27,no
1270,22,Germany,Leisure,Train,5,12,1336,Summer,167,yes,2154.39,no
1271,36,USA,Leisure,Plane,2,12,4308,Winter,118,no,2746.0,no
1272,31,Spain,Leisure,Train,3,6,4568,Summer,24,no,1782.81,no
1273,43,Italy,Leisure,Plane,3,10,2446,Autumn,6,no,2207.45,yes
1274,21,Germany,Leisure,Plane,5,11,1142,Summer,97,no,1877.26,no
1275,42,France,Business,Train,3,13,4866,Summer,72,no,3135.96,no
1276,62,USA,Leisure,Plane,2,13,4206,Summer,161,no,2277.95,no
1277,59,Germany,Leisure,Plane,1,14,8299,Summer,176,yes,2263.3,no
1278,42,Germany,Leisure,Plane,2,7,7420,Autumn,124,yes,2251.96,no
1279,35,Germany,Leisure,Plane,3,13,3831,Summer,2,yes,2225.39,no
1280,57,Italy,Leisure,Train,2,9,9865,Winter,38,no,2221.82,no
1281,25,Italy,Leisure,Plane,4,7,7402,Spring,40,no,2710.07,no
1282,56,France,Leisure,Train,4,9,5592,Spring,56,yes,2081.86,no
1283,57,UK,Leisure,Plane,3,10,560,Winter,103,no,1989.33,no
1284,31,UK,Leisure,Plane,3,14,2402,Autumn,103,yes,2614.95,no
1285,49,UK,Business,Plane,1,9,2733,Winter,21,no,2363.04,no
1286,68,USA,Leisure,Plane,2,14,9643,Winter,115,no,3842.82,no
1287,55,USA,Leisure,Train,1,14,461,Summer,35,no,2271.25,no
1288,50,France,Leisure,Plane,3,8,5593,Summer,67,no,1759.28,no
1289,40,USA,Leisure,Plane,3,7,7246,Autumn,151,yes,2063.47,no
1290,32,UK,Leisure,Train,5,12,887,Autumn,151,yes,2788.18,no
1291,50,UK,Leisure,Plane,1,3,308,Spring,123,yes,412.73,no
1292,42,Germany,Leisure,Plane,3,11,8558,Autumn,42,yes,3071.73,no
1293,34,USA,Leisure,Train,4,14,5192,Winter,81,no,2680.8,no
1294,50,Italy,Business,Plane,5,3,653,Spring,41,yes,1388.33,no
1295,64,Italy,Business,Plane,2,11,8125,Spring,114,no,2515.24,no
1296,72,Germany,Leisure,Plane,5,5,9879,Summer,20,no,2314.85,no
1297,19,Germany,Leisure,Plane,2,7,4616,Summer,9,yes,1953.37,no
1298,31,Germany,Leisure,Plane,4,13,6551,Spring,57,yes,3218.35,no
1299,70,Italy,Leisure,Plane,2,12,9410,Summer,124,yes,3154.24,no
1300,57,UK,Leisure,Plane,1,10,1613,Summer,145,yes,1797.16,no
1301,57,Germany,Leisure,Plane,2,7,7525,Summer,78,yes,1973.54,no
1302,68,France,Business,Train,2,1,5451,Spring,18,yes,1360.86,no
1303,56,Germany,Leisure,Plane,5,8,6849,Spring,63,yes,2559.76,no
1304,68,Spain,Leisure,Plane,4,1,7105,Spring,93,no,1367.78,no
1305,23,Germany,Leisure,Plane,2,13,8512,Winter,26,no,2813.83,no
1306,23,Italy,Business,Plane,1,14,2444,Spring,84,no,2794.24,no
1307,20,USA,Leisure,Plane,5,11,7254,Summer,13,yes,3601.88,no
1308,24,Germany,Leisure,Plane,4,4,2071,Spring,119,no,1288.01,no
1309,68,USA,Leisure,Plane,4,2,4538,Winter,145,no,1192.22,no
1310,25,Spain,Business,Plane,3,5,5424,Summer,115,no,2084.72,no
1311,59,France,Leisure,Plane,1,6,9183,Autumn,26,yes,2147.66,no
1312,69,USA,Business,Plane,5,4,5769,Spring,134,no,2377.59,no
1313,32,UK,Leisure,Plane,5,14,5261,Spring,81,no,3019.77,no
1314,64,Germany,Leisure,Plane,1,12,1305,Autumn,132,yes,1702.98,no
1315,46,Spain,Leisure,Plane,4,13,9510,Summer,89,yes,3425.36,no
1316,50,Spain,Leisure,Plane,2,4,1955,Spring,7,no,786.73,no
1317,69,USA,Leisure,Plane,1,7,2099,Winter,17,yes,1138.51,no
1318,47,France,Business,Plane,5,11,2535,Summer,86,yes,2870.28,no
1319,56,Italy,Leisure,Plane,1,4,6880,Spring,128,yes,1238.2,no
1320,44,Germany,Leisure,Train,4,2,3198,Summer,118,no,1218.68,no
1321,53,Spain,Leisure,Train,3,4,3486,Spring,92,no,1553.37,no
1322,46,France,Leisure,Plane,3,7,5540,Autumn,50,yes,1997.16,no
1323,55,UK,Leisure,Plane,2,1,6536,Spring,128,no,1200.67,no
1324,74,Spain,Leisure,Plane,2,4,1877,Summer,6,yes,1103.72,no
1325,50,France,Leisure,Plane,4,6,7503,Spring,158,no,1889.26,no
1326,54,Italy,Leisure,Plane,2,8,6958,Spring,74,yes,1688.0,no
1327,44,Italy,Business,Plane,3,8,3039,Summer,56,no,2248.8,no
1328,72,Spain,Leisure,Plane,4,13,938,Spring,39,yes,2563.68,no
1329,50,Spain,Business,Plane,4,9,5825,Spring,142,yes,2658.83,no
1330,21,USA,Leisure,Train,4,5,4859,Summer,54,yes,1760.74,no
1331,39,Germany,Leisure,Plane,1,14,4960,Autumn,22,no,2725.79,no
1332,19,France,Leisure,Plane,2,2,3238,Winter,41,no,863.05,no
1333,27,Spain,Leisure,Plane,5,3,275,Winter,90,yes,1070.03,no
1334,22,Germany,Business,Plane,3,2,4705,Winter,10,yes,1525.56,no
1335,27,USA,Leisure,Train,2,9,3262,Winter,2,no,1570.67,yes
1336,50,Germany,Leisure,Plane,3,6,2852,Winter,48,no,1660.8,no
1337,71,Spain,Business,Plane,2,14,9481,Winter,42,yes,4428.29,no
1338,55,Italy,Leisure,Plane,5,11,937,Summer,139,yes,1838.15,no
1339,30,France,Leisure,Train,3,12,7945,Summer,140,yes,3099.01,no
1340,48,France,Leisure,Train,5,1,2833,Summer,142,yes,1028.19,no
1341,64,Italy,Business,Plane,3,3,7788,Spring,30,yes,1838.4,no
1342,53,Spain,Leisure,Plane,1,7,5306,Autumn,60,yes,1296.86,no
1343,62,France,Leisure,Plane,1,7,2753,Autumn,158,yes,1262.01,no
1344,41,Spain,Leisure,Plane,3,5,6240,Winter,38,no,1790.4,no
1345,69,USA,Business,Train,3,3,7319,Winter,75,no,2313.31,no
1346,73,Spain,Leisure,Plane,5,13,3449,Summer,65,no,2319.71,no
1347,32,Germany,Leisure,Train,4,7,3410,Autumn,175,no,1625.81,no
1348,46,Italy,Leisure,Plane,3,5,4780,Spring,39,no,1766.45,no
1349,25,Spain,Business,Train,2,6,2486,Spring,177,yes,1640.66,no
1350,22,USA,Business,Plane,2,3,5291,Summer,73,no,1712.26,no
1351,46,UK,Business,Train,2,6,473,Winter,58,yes,1446.75,no
1352,64,Italy,Leisure,Plane,1,7,4775,Autumn,107,no,1522.84,no
1353,21,France,Leisure,Plane,5,14,1361,Spring,89,no,2901.44,no
1354,29,Germany,Leisure,Plane,1,8,7733,Winter,17,no,1520.8,no
1355,62,France,Business,Plane,2,2,8412,Autumn,134,yes,1835.92,no
1356,19,USA,Leisure,Plane,3,2,5632,Spring,143,no,1431.91,no
1357,44,USA,Leisure,Train,2,14,5942,Winter,95,no,2598.71,no
1358,48,France,Business,Plane,3,6,3945,Spring,156,yes,2134.07,no
1359,68,Italy,Leisure,Plane,5,8,2984,Winter,172,no,1991.2,no
1360,68,France,Leisure,Plane,4,5,4238,Winter,146,yes,1579.67,no
1361,53,Spain,Leisure,Train,3,14,5723,Winter,160,no,3007.67,no
1362,53,France,Leisure,Plane,1,1,2219,Autumn,172,yes,463.7,no
1363,43,Germany,Business,Plane,2,11,7816,Summer,70,yes,3640.0,no
1364,60,Germany,Leisure,Plane,2,1,590,Winter,63,no,492.3,no
1365,44,UK,Leisure,Plane,2,10,3145,Winter,58,yes,2055.35,no
1366,22,Germany,Leisure,Plane,3,9,482,Spring,175,yes,1189.82,no
1367,37,France,Leisure,Plane,5,4,904,Spring,126,yes,1190.96,no
1368,28,Germany,Leisure,Plane,3,12,5685,Autumn,145,no,2334.57,no
1369,27,Italy,Leisure,Plane,1,10,9469,Summer,167,yes,2417.09,no
1370,57,Germany,Leisure,Plane,2,1,2317,Spring,135,no,553.36,no
1371,55,Spain,Leisure,Plane,3,11,9587,Autumn,63,no,2842.87,no
1372,23,Italy,Leisure,Plane,2,8,9209,Autumn,117,yes,2014.02,no
1373,25,UK,Leisure,Plane,1,2,7377,Autumn,162,no,1138.35,no
1374,40,Spain,Business,Plane,4,12,6694,Winter,53,yes,2875.51,no
1375,64,France,Business,Plane,4,2,6886,Summer,82,yes,2073.59,no
1376,43,France,Business,Plane,4,1,6266,Summer,176,yes,1787.66,no
1377,63,France,Leisure,Plane,2,1,2514,Summer,43,yes,704.94,no
1378,60,Spain,Leisure,Plane,3,9,750,Winter,4,yes,1989.03,no
1379,29,Spain,Leisure,Plane,2,13,8269,Winter,75,yes,2732.71,no
1380,43,Spain,Leisure,Plane,5,1,5015,Spring,94,no,1234.54,no
1381,30,Italy,Leisure,Plane,3,6,3298,Spring,107,yes,1888.87,no
1382,57,USA,Leisure,Train,1,12,1041,Spring,91,no,1456.91,no
1383,35,Italy,Business,Plane,4,7,8832,Autumn,93,yes,2975.61,no
1384,42,France,Leisure,Plane,3,4,5905,Summer,160,yes,1356.15,no
1385,50,USA,Leisure,Plane,3,5,3827,Winter,113,yes,1254.21,no
1386,64,Germany,Business,Plane,4,4,2629,Spring,90,yes,1602.19,no
1387,57,France,Leisure,Plane,1,4,1302,Autumn,94,no,668.97,no
1388,60,UK,Business,Plane,2,10,5064,Winter,179,yes,2789.49,no
1389,29,Italy,Business,Train,2,1,750,Autumn,138,yes,831.09,no
1390,61,Spain,Business,Plane,3,6,3106,Autumn,140,yes,2066.54,no
1391,53,Italy,Leisure,Plane,4,14,3004,Autumn,167,yes,2447.3,no
1392,65,Spain,Leisure,Plane,5,10,8605,Summer,138,yes,3597.39,no
1393,21,USA,Leisure,Plane,1,14,4214,Winter,92,yes,1759.63,no
1394,22,UK,Leisure,Plane,2,10,9475,Winter,105,yes,2068.59,no
1395,73,USA,Leisure,Plane,1,7,221,Autumn,73,yes,1202.77,no
1396,54,UK,Leisure,Plane,1,7,6703,Summer,10,yes,1859.82,no
1397,25,Italy,Leisure,Plane,1,8,8460,Autumn,104,no,2357.22,no
1398,59,Spain,Leisure,Train,4,7,3782,Spring,151,yes,1806.85,no
1399,66,USA,Business,Plane,4,6,4824,Winter,141,yes,1957.03,no
1400,45,UK,Business,Plane,4,12,4221,Winter,48,yes,2310.52,no
1401,48,France,Leisure,Plane,3,8,6964,Summer,109,yes,2316.93,no
1402,26,France,Leisure,Plane,4,3,7494,Winter,89,yes,1654.66,no
1403,71,USA,Business,Train,3,9,1829,Winter,44,yes,1975.79,no
1404,68,Spain,Leisure,Plane,2,3,6052,Winter,93,yes,1468.82,no
1405,46,USA,Business,Plane,2,4,5229,Summer,64,yes,2031.75,no
1406,31,Italy,Business,Plane,2,13,1218,Autumn,40,no,2755.04,no
1407,57,UK,Leisure,Plane,2,10,2268,Winter,134,no,1619.06,no
1408,58,Italy,Business,Plane,2,14,7768,Autumn,120,yes,3711.73,no
1409,39,France,Leisure,Plane,4,6,1150,Summer,72,yes,1205.81,no
1410,28,UK,Leisure,Train,5,12,8996,Autumn,98,no,3042.95,no
1411,40,USA,Leisure,Train,4,14,6740,Spring,171,no,3591.97,no
1412,18,Italy,Leisure,Plane,5,12,2999,Winter,32,no,2771.29,no
1413,63,Germany,Business,Plane,4,8,3307,Summer,177,yes,2559.41,no
1414,54,Spain,Leisure,Plane,2,3,8998,Summer,74,yes,1812.5,no
1415,38,Spain,Leisure,Plane,1,13,7774,Autumn,123,no,3342.6,no
1416,43,Germany,Leisure,Plane,5,10,3932,Winter,147,no,2057.19,no
1417,63,France,Business,Plane,1,6,2108,Summer,84,yes,1722.54,no
1418,53,UK,Business,Plane,2,5,4821,Spring,52,no,1909.86,no
1419,71,Spain,Business,Plane,5,5,9889,Autumn,34,yes,2553.41,no
1420,40,Germany,Leisure,Train,1,5,1166,Spring,81,yes,769.81,no
1421,74,USA,Leisure,Train,4,9,8387,Spring,108,yes,2503.81,no
1422,18,Germany,Leisure,Plane,2,13,2018,Autumn,126,yes,2129.65,no
1423,71,France,Leisure,Train,4,7,9557,Spring,5,no,2592.56,yes
1424,72,France,Leisure,Plane,4,12,8531,Autumn,41,no,2668.95,no
1425,68,Italy,Leisure,Plane,2,9,1427,Autumn,34,no,1628.54,no
1426,57,Spain,Leisure,Plane,5,9,6310,Summer,20,yes,2667.38,no
1427,32,Italy,Business,Plane,3,13,7548,Summer,66,yes,3536.06,no
1428,38,Germany,Leisure,Train,3,14,7459,Spring,92,yes,3036.08,no
1429,64,UK,Leisure,Plane,2,6,1242,Spring,146,yes,1452.86,no
1430,26,UK,Leisure,Train,3,14,3323,Spring,44,no,2153.85,no
1431,70,France,Business,Plane,1,6,3948,Spring,103,yes,1853.57,no
1432,26,UK,Business,Plane,5,4,1515,Spring,48,yes,1797.72,no
1433,27,UK,Business,Plane,4,8,6474,Summer,35,yes,2334.96,no
1434,69,UK,Leisure,Plane,4,14,860,Spring,111,yes,2672.76,no
1435,74,Germany,Business,Plane,2,2,3742,Spring,39,no,1321.01,no
1436,70,UK,Leisure,Plane,4,5,1652,Winter,3,yes,1122.19,no
1437,43,USA,Leisure,Plane,1,1,962,Autumn,19,no,370.23,no
1438,58,UK,Business,Plane,1,10,9447,Autumn,125,no,3092.95,no
1439,52,UK,Leisure,Plane,2,14,8648,Summer,146,yes,3606.4,no
1440,69,Italy,Leisure,Plane,4,2,9963,Autumn,83,yes,1679.46,no
1441,42,Germany,Leisure,Plane,3,1,7309,Spring,5,no,1343.83,no
1442,43,France,Leisure,Plane,3,6,1428,Autumn,55,yes,1215.55,no
1443,28,Italy,Business,Plane,5,2,1129,Summer,13,no,1393.02,no
1444,55,Spain,Leisure,Train,2,12,2476,Autumn,162,yes,2481.99,no
1445,19,Germany,Leisure,Plane,5,4,3341,Autumn,18,yes,1616.4,no
1446,24,USA,Leisure,Plane,3,13,3240,Winter,68,no,2813.26,no
1447,35,Germany,Leisure,Train,3,5,981,Winter,100,yes,1153.24,no
1448,44,Spain,Leisure,Train,3,7,8830,Spring,171,yes,2204.15,no
1449,51,Spain,Leisure,Train,5,10,3657,Autumn,169,yes,1890.75,no
1450,44,Spain,Leisure,Plane,2,1,7163,Spring,38,yes,988.86,no
1451,34,France,Leisure,Plane,1,12,2296,Autumn,166,yes,1937.15,no
1452,60,UK,Business,Plane,1,11,2050,Spring,141,yes,2622.83,no
1453,61,Germany,Leisure,Plane,3,5,9902,Spring,125,yes,2131.3,no
1454,68,UK,Leisure,Train,2,4,6037,Autumn,22,no,1136.73,no
1455,71,UK,Leisure,Plane,2,7,3263,Winter,29,yes,1518.38,no
1456,41,USA,Leisure,Plane,4,14,4563,Summer,137,yes,3584.85,no
1457,42,Spain,Business,Plane,4,10,4107,Spring,110,yes,2899.19,no
1458,24,France,Business,Plane,5,7,4775,Summer,108,yes,2151.68,no
1459,69,USA,Leisure,Plane,4,8,4851,Autumn,68,yes,2307.47,no
1460,23,Italy,Business,Plane,5,4,6319,Spring,104,yes,2049.61,no
1461,70,France,Leisure,Train,1,4,8518,Autumn,145,no,1505.56,no
1462,41,UK,Leisure,Train,3,10,7630,Spring,165,yes,2518.48,no
1463,50,France,Leisure,Plane,2,5,7835,Winter,132,yes,1815.94,no
1464,66,Spain,Leisure,Plane,1,5,8883,Spring,40,no,1747.94,no
1465,46,Italy,Leisure,Plane,1,11,2175,Spring,144,yes,1952.01,no
1466,60,Spain,Business,Plane,5,3,7872,Spring,139,no,2294.73,no
1467,39,Italy,Leisure,Train,3,5,9660,Autumn,26,yes,1819.96,no
1468,43,USA,Business,Plane,5,5,2122,Winter,95,no,1789.31,no
1469,45,UK,Business,Plane,1,8,2178,Autumn,98,no,2016.75,no
1470,67,Italy,Leisure,Plane,2,7,7494,Summer,103,no,2287.34,no
1471,38,Italy,Leisure,Plane,4,8,7113,Winter,125,yes,2133.98,no
1472,66,Italy,Leisure,Plane,5,13,3421,Spring,2,no,2302.75,yes
1473,24,France,Business,Plane,1,5,6111,Spring,91,yes,1605.17,no
1474,34,USA,Leisure,Plane,4,12,2536,Spring,45,no,2154.46,no
1475,37,France,Leisure,Plane,4,11,7187,Summer,171,yes,2410.91,no
1476,58,UK,Leisure,Plane,1,2,3459,Summer,3,yes,702.62,no
1477,66,Italy,Leisure,Train,3,8,1830,Spring,162,yes,1890.59,no
1478,37,USA,Leisure,Plane,1,9,3762,Spring,80,yes,1447.83,no
1479,71,USA,Leisure,Plane,2,2,5210,Summer,64,yes,1031.57,no
1480,39,Germany,Leisure,Plane,4,14,6718,Autumn,135,no,3561.31,no
1481,45,UK,Leisure,Plane,2,1,6999,Winter,35,yes,972.99,no
1482,57,USA,Leisure,Plane,5,12,1129,Winter,22,no,2441.82,no
1483,66,Italy,Leisure,Train,4,6,511,Summer,176,yes,1096.55,no
1484,24,Italy,Leisure,Plane,3,3,2081,Summer,160,yes,1031.42,no
1485,18,USA,Leisure,Plane,1,1,8953,Autumn,26,yes,1506.84,no
1486,49,France,Leisure,Plane,5,13,9639,Spring,120,yes,3099.55,no
1487,30,UK,Leisure,Plane,2,6,3570,Summer,6,yes,1480.97,no
1488,47,Italy,Leisure,Plane,5,12,1405,Autumn,174,no,1773.32,no
1489,40,USA,Leisure,Train,3,8,4780,Summer,118,yes,1617.48,no
1490,68,Italy,Leisure,Plane,1,9,4695,Spring,85,no,1692.01,no
1491,73,USA,Leisure,Plane,5,13,915,Summer,121,yes,2350.01,no
1492,36,UK,Leisure,Plane,2,6,9768,Spring,63,no,2262.25,no
1493,49,USA,Business,Plane,5,12,5712,Autumn,129,yes,2981.78,no
1494,47,Germany,Business,Plane,1,6,2137,Winter,149,no,1387.4,no
1495,46,USA,Business,Plane,5,1,9622,Autumn,20,yes,1954.75,no
1496,66,USA,Business,Plane,2,5,4975,Winter,29,yes,1930.93,no
1497,62,UK,Leisure,Plane,1,3,7186,Autumn,43,yes,1498.7,no
1498,46,USA,Leisure,Plane,3,7,1249,Winter,173,yes,1269.83,no
1499,47,UK,Leisure,Plane,3,12,6508,Autumn,65,yes,3042.03,no
1500,33,Germany,Leisure,Plane,4,9,106,Spring,131,yes,1666.23,no
1501,57,UK,Leisure,Plane,5,13,1536,Winter,96,no,1942.73,no
1502,36,Italy,Business,Plane,2,11,3350,Winter,20,yes,2499.41,no
1503,35,UK,Leisure,Plane,5,6,7763,Spring,81,yes,2454.37,no
1504,18,Germany,Leisure,Plane,1,5,794,Spring,37,yes,782.87,no
1505,31,Spain,Leisure,Plane,4,7,5187,Winter,38,no,1810.15,no
1506,68,USA,Leisure,Train,2,11,3399,Winter,45,yes,1764.37,no
1507,64,UK,Leisure,Plane,5,9,4943,Winter,170,yes,2133.07,no
1508,67,USA,Business,Plane,2,5,7837,Summer,46,yes,2028.9,no
1509,19,France,Leisure,Plane,1,5,5052,Autumn,60,yes,1233.35,no
